DaysBeingCustomer,Recency,Age,Income,Education,Marital_Status,Kids,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumStorePurchases,NumCatalogPurchases,NumWebPurchases,NumWebVisitsMonth,TotalProductsL2Y,TotalPurchasesL2Y,AvgProductsPerTrip,SharePurchasesOnDeal
187,68,50,85620.0,Graduate,Widow,0,416,46,925,60,107,46,1,4,6,3,1,1600,13,123.1,7.7
663,72,34,47850.0,Graduate,Married,1,42,7,43,20,12,10,1,4,0,3,6,134,7,19.1,14.3
343,47,46,19514.0,Graduate,Married,2,14,3,21,2,1,28,4,2,1,3,8,69,6,11.5,66.7
281,33,41,27159.0,Postgraduate,Married,2,17,0,3,0,0,1,2,3,0,1,6,21,4,5.2,50.0
279,87,51,39548.0,Undergraduate,Single,2,15,4,10,3,4,18,2,3,1,1,3,54,5,10.8,40.0
153,0,25,21474.0,Graduate,Single,1,6,16,24,11,0,34,2,2,1,3,7,91,6,15.2,33.3
186,73,43,60504.0,Postgraduate,Single,1,458,0,24,6,4,34,2,8,2,6,6,526,16,32.9,12.5
626,74,51,22419.0,Graduate,Married,0,30,3,47,19,21,42,1,2,2,3,8,162,7,23.1,14.3
572,4,65,81698.0,Postgraduate,Married,0,179,28,520,111,123,47,1,13,8,3,1,1008,24,42.0,4.2
756,50,62,43462.0,Graduate,Together,2,90,17,97,15,6,15,6,5,1,4,8,240,10,24.0,60.0
731,57,36,54880.0,Postgraduate,Single,1,308,85,137,102,45,118,2,11,2,6,5,795,19,41.8,10.5
610,30,32,79908.0,Graduate,Married,0,557,129,761,29,185,111,1,7,6,5,2,1772,18,98.4,5.6
667,27,44,15315.0,Undergraduate,Married,0,7,4,13,15,8,17,2,4,0,2,5,64,6,10.7,33.3
592,61,55,87771.0,Graduate,Together,1,1492,38,287,50,57,33,1,4,10,5,6,1957,19,103.0,5.3
482,4,36,33039.0,Graduate,Married,1,30,8,12,8,8,12,1,4,0,2,5,78,6,13.0,16.7
567,75,34,81741.0,Graduate,Single,0,249,153,940,58,134,38,0,7,6,6,2,1572,19,82.7,0.0
558,12,43,71499.0,Postgraduate,Together,1,465,25,132,136,0,37,2,13,3,8,4,795,24,33.1,8.3
354,13,44,62466.0,Undergraduate,Married,1,129,129,259,168,121,83,5,12,3,6,4,889,21,42.3,23.8
603,9,51,48799.0,Postgraduate,Divorced,1,174,18,81,28,6,24,3,7,2,3,3,331,12,27.6,25.0
182,48,64,52157.0,Postgraduate,Together,1,189,2,29,3,2,40,2,5,2,3,4,265,10,26.5,20.0
967,80,52,66565.0,Graduate,Single,1,747,10,161,65,40,42,4,9,2,4,8,1065,15,71.0,26.7
544,60,63,29298.0,Postgraduate,Together,2,6,0,2,2,0,1,1,2,0,1,5,11,3,3.7,33.3
607,43,35,47691.0,Graduate,Single,1,14,0,3,0,0,4,1,2,0,1,6,21,3,7.0,33.3
906,19,44,38200.0,Graduate,Together,2,12,0,4,0,0,1,1,2,0,1,7,17,3,5.7,33.3
756,26,40,44989.0,Graduate,Married,1,98,0,106,49,10,106,5,5,1,5,6,369,11,33.5,45.5
342,58,46,38443.0,Postgraduate,Married,2,32,0,5,0,0,1,2,3,0,1,7,38,4,9.5,50.0
478,42,36,38593.0,Undergraduate,Single,1,51,12,49,17,24,24,3,3,1,4,8,177,8,22.1,37.5
726,27,44,64413.0,Postgraduate,Together,1,200,5,44,0,10,20,1,5,1,5,5,279,11,25.4,9.1
693,56,33,36959.0,Postgraduate,Married,1,25,6,25,6,0,0,2,3,0,2,8,62,5,12.4,40.0
703,27,37,61996.0,Postgraduate,Married,1,1050,12,144,0,0,24,3,8,4,6,5,1230,18,68.3,16.7
365,10,46,51287.0,Graduate,Married,2,117,0,22,13,0,30,3,3,1,4,7,182,8,22.8,37.5
499,48,44,13260.0,Graduate,Married,2,9,4,17,10,2,7,4,3,0,3,8,49,6,8.2,66.7
475,39,48,47472.0,Postgraduate,Together,2,56,0,11,0,0,8,2,4,0,2,5,75,6,12.5,33.3
484,85,58,54603.0,Postgraduate,Together,2,145,13,46,17,2,4,6,4,2,4,7,227,10,22.7,60.0
815,64,40,45207.0,Postgraduate,Married,2,203,0,10,0,0,2,5,6,1,3,6,215,10,21.5,50.0
657,69,63,40689.0,Graduate,Together,1,270,3,27,39,6,99,7,5,1,7,8,444,13,34.2,53.8
441,54,47,47821.0,Undergraduate,Together,2,9,0,16,6,6,10,1,3,0,1,8,47,4,11.8,25.0
629,57,63,27450.0,Postgraduate,Married,0,37,12,23,8,11,52,1,3,1,2,7,143,6,23.8,16.7
306,64,31,39453.0,Graduate,Together,1,46,0,7,0,0,2,2,3,0,2,6,55,5,11.0,40.0
261,10,43,26850.0,Undergraduate,Together,2,31,1,13,7,2,9,4,4,1,2,4,63,7,9.0,57.1
833,65,59,79800.0,Graduate,Widow,0,1060,21,530,32,0,224,1,5,11,5,3,1867,21,88.9,4.8
477,74,53,61794.0,Postgraduate,Married,1,264,47,188,54,47,11,2,10,4,4,2,611,18,33.9,11.1
232,4,59,53863.0,Graduate,Together,1,399,4,30,6,4,30,3,7,1,7,7,473,15,31.5,20.0
502,94,55,24221.0,Graduate,Together,0,8,9,9,2,5,22,1,3,1,1,4,55,5,11.0,20.0
755,41,30,39684.0,Postgraduate,Single,1,19,0,35,6,4,17,2,2,1,2,7,81,5,16.2,40.0
753,25,39,92163.0,Postgraduate,Married,0,817,183,797,106,163,20,0,5,11,5,2,2086,21,99.3,0.0
450,94,49,69882.0,Postgraduate,Single,0,292,127,635,132,127,165,1,9,7,3,1,1478,19,77.8,5.3
339,9,37,33178.0,Graduate,Together,1,12,6,2,11,2,16,1,3,0,1,4,49,4,12.2,25.0
421,47,42,59973.0,Postgraduate,Married,0,130,30,168,20,34,0,1,7,4,3,1,382,14,27.3,7.1
472,12,39,17459.0,Postgraduate,Together,1,6,4,16,3,10,30,3,2,1,3,7,69,6,11.5,50.0
800,80,45,23910.0,Graduate,Divorced,1,16,12,18,7,1,13,1,3,0,2,7,67,5,13.4,20.0
442,20,45,42169.0,Postgraduate,Married,2,19,0,9,0,0,2,2,3,0,1,8,30,4,7.5,50.0
638,39,36,26224.0,Undergraduate,Married,1,4,7,15,13,9,15,3,3,1,2,6,63,6,10.5,50.0
870,57,33,31089.0,Graduate,Together,1,31,3,31,2,8,4,3,4,0,3,8,79,7,11.3,42.9
682,27,53,30081.0,Graduate,Single,1,36,0,2,0,0,4,1,3,0,1,7,42,4,10.5,25.0
856,83,54,62807.0,Graduate,Together,1,526,28,135,10,21,99,3,12,3,5,5,819,20,41.0,15.0
474,79,59,72906.0,Graduate,Single,0,400,32,519,71,75,54,1,9,4,3,1,1151,16,71.9,6.2
844,69,66,61467.0,Postgraduate,Married,2,410,16,114,0,5,49,3,10,2,5,5,594,17,34.9,17.6
708,77,48,49618.0,Postgraduate,Together,2,80,3,26,4,2,14,4,3,1,3,7,129,7,18.4,57.1
736,15,28,21888.0,Postgraduate,Single,1,88,10,46,2,3,64,4,2,1,5,10,213,8,26.6,50.0
63,99,41,42429.0,Graduate,Widow,1,55,0,6,2,0,4,2,3,1,1,5,67,5,13.4,40.0
427,61,58,26150.0,Graduate,Divorced,3,5,1,13,3,5,1,1,3,0,1,7,28,4,7.0,25.0
800,23,39,30801.0,Undergraduate,Married,1,8,4,5,15,2,11,2,3,0,1,7,45,4,11.2,50.0
183,84,49,81168.0,Graduate,Married,0,410,0,592,147,22,22,1,7,4,6,3,1193,17,70.2,5.9
503,74,45,26877.0,Postgraduate,Single,0,101,13,76,20,18,40,2,6,1,3,6,268,10,26.8,20.0
535,90,70,45006.0,Postgraduate,Widow,0,162,25,53,16,0,10,1,7,1,3,3,266,11,24.2,9.1
783,41,41,18978.0,Undergraduate,Married,1,2,8,1,4,7,15,1,3,0,1,8,37,4,9.2,25.0
433,28,47,22574.0,Graduate,Married,3,25,0,8,2,0,2,2,3,0,2,7,37,5,7.4,40.0
845,73,45,48240.0,Postgraduate,Single,0,389,91,248,64,49,41,3,13,3,6,5,882,22,40.1,13.6
527,88,40,45837.0,Graduate,Married,2,215,13,87,17,17,24,5,5,2,6,7,373,13,28.7,38.5
578,94,49,35791.0,Postgraduate,Single,3,27,0,5,0,0,3,2,3,0,1,8,35,4,8.8,50.0
669,31,38,162397.0,Postgraduate,Together,2,85,1,16,2,1,2,0,1,0,0,1,107,1,107.0,0.0
657,31,36,54162.0,Graduate,Widow,2,5,6,10,6,5,10,1,3,0,1,4,42,4,10.5,25.0
870,6,54,30522.0,Postgraduate,Married,1,179,8,83,19,11,26,5,9,2,1,2,326,12,27.2,41.7
423,23,53,54456.0,Postgraduate,Married,1,352,0,27,10,0,15,3,7,1,6,6,404,14,28.9,21.4
539,92,43,31632.0,Graduate,Single,0,17,8,12,11,15,32,1,2,1,2,7,95,5,19.0,20.0
93,52,65,72298.0,Graduate,Widow,0,625,35,169,58,17,35,1,6,3,4,1,939,13,72.2,7.7
372,50,36,36975.0,Undergraduate,Single,1,10,6,11,0,4,2,1,3,0,1,7,33,4,8.2,25.0
669,54,59,72635.0,Undergraduate,Married,0,390,22,323,104,35,107,1,6,8,6,3,981,20,49.0,5.0
714,93,38,13624.0,Graduate,Married,1,10,2,15,2,1,6,2,3,0,2,6,36,5,7.2,40.0
669,56,39,84196.0,Graduate,Single,1,215,63,507,231,31,190,1,7,4,8,3,1237,19,65.1,5.3
835,28,54,70971.0,Graduate,Together,1,1001,17,572,93,125,17,7,5,11,11,7,1825,27,67.6,25.9
939,94,37,34487.0,Postgraduate,Divorced,2,19,18,33,24,1,8,3,3,0,3,9,103,6,17.2,50.0
747,76,37,28769.0,Graduate,Single,1,41,5,129,10,3,3,3,4,1,4,9,191,9,21.2,33.3
411,43,44,69084.0,Postgraduate,Married,1,1181,107,199,39,30,30,2,13,3,7,8,1586,23,69.0,8.7
205,46,56,65488.0,Postgraduate,Together,0,603,45,207,36,18,54,1,6,4,3,1,963,13,74.1,7.7
354,13,44,62466.0,Undergraduate,Married,1,129,129,259,168,121,83,5,12,3,6,4,889,21,42.3,23.8
323,27,54,32218.0,Undergraduate,Single,0,10,24,15,13,1,30,1,3,1,2,7,93,6,15.5,16.7
626,12,41,83917.0,Graduate,Single,0,514,22,732,42,198,79,1,7,7,6,3,1587,20,79.4,5.0
93,3,52,46102.0,Graduate,Divorced,3,14,0,1,0,0,1,1,2,0,1,7,16,3,5.3,33.3
638,72,62,84574.0,Graduate,Single,0,387,20,713,38,54,163,1,11,11,9,5,1375,31,44.4,3.2
521,6,52,56181.0,Graduate,Married,1,121,103,69,8,44,48,1,7,2,4,4,393,13,30.2,7.7
828,53,64,63120.0,Postgraduate,Divorced,1,965,69,279,54,41,69,5,9,4,8,7,1477,21,70.3,23.8
572,58,43,73691.0,Graduate,Married,1,707,21,250,85,43,73,2,8,2,6,2,1179,16,73.7,12.5
969,78,54,63381.0,Graduate,Together,1,571,50,142,33,50,159,4,13,5,4,2,1005,22,45.7,18.2
236,57,66,76140.0,Postgraduate,Together,0,586,66,653,17,0,26,1,6,9,5,2,1348,20,67.4,5.0
735,37,55,62859.0,Postgraduate,Divorced,1,1063,89,102,16,12,25,4,6,4,9,6,1307,19,68.8,21.1
548,20,50,45906.0,Graduate,Single,1,305,3,27,4,3,144,2,4,4,5,5,486,13,37.4,15.4
458,73,67,77632.0,Postgraduate,Together,0,1200,105,758,0,42,147,1,6,2,4,2,2252,12,187.7,8.3
504,56,43,46463.0,Postgraduate,Married,2,163,2,40,8,11,11,7,6,1,3,6,235,10,23.5,70.0
713,36,44,105471.0,Graduate,Together,0,1009,181,104,202,21,207,0,13,8,9,3,1724,30,57.5,0.0
387,9,44,55282.0,Postgraduate,Divorced,1,125,6,73,8,4,19,1,6,1,3,4,235,10,23.5,10.0
226,42,37,78710.0,Postgraduate,Married,1,721,0,152,119,50,50,3,12,6,7,4,1092,25,43.7,12.0
475,28,56,66886.0,Graduate,Together,1,315,4,62,41,31,146,2,7,1,7,5,599,15,39.9,13.3
321,23,54,98777.0,Postgraduate,Single,0,1000,19,711,125,115,38,0,9,6,4,1,2008,19,105.7,0.0
860,38,29,29103.0,Graduate,Together,1,16,0,17,6,3,6,2,3,0,1,9,48,4,12.0,50.0
757,63,40,67445.0,Graduate,Married,1,757,80,217,29,80,11,5,12,6,9,6,1174,27,43.5,18.5
266,71,64,50616.0,Postgraduate,Together,1,30,2,25,0,1,9,1,4,1,1,2,67,6,11.2,16.7
1032,9,59,49431.0,Graduate,Divorced,1,219,3,100,26,0,17,2,5,1,7,8,365,13,28.1,15.4
186,81,39,153924.0,Graduate,Divorced,0,1,1,1,1,1,1,0,0,0,0,0,6,0,0.0,24.1
278,87,61,61278.0,Graduate,Together,1,111,3,28,2,6,15,2,4,1,3,6,165,8,20.6,25.0
834,92,56,26490.0,Undergraduate,Together,0,45,47,52,21,20,25,2,5,1,3,6,210,9,23.3,22.2
491,36,67,73059.0,Postgraduate,Together,1,410,112,420,0,82,71,1,13,3,9,4,1095,25,43.8,4.0
440,86,48,46734.0,Postgraduate,Single,3,100,1,39,6,1,76,4,3,2,3,6,223,8,27.9,50.0
906,83,51,56253.0,Graduate,Together,1,509,0,65,7,11,5,4,9,2,7,6,597,18,33.2,22.2
416,74,29,19986.0,Graduate,Married,1,3,6,5,0,2,6,1,3,0,0,7,22,3,7.3,33.3
375,87,39,58330.0,Graduate,Widow,1,445,53,213,104,98,151,1,13,4,6,4,1064,23,46.3,4.3
909,29,34,25965.0,Undergraduate,Married,0,2,2,11,41,7,11,1,3,0,2,8,74,5,14.8,20.0
733,88,58,14661.0,Postgraduate,Together,0,4,1,11,6,2,2,1,3,0,1,6,26,4,6.5,25.0
737,77,55,18690.0,Graduate,Married,0,6,1,7,23,4,19,1,2,1,1,8,60,4,15.0,25.0
598,25,40,45068.0,Postgraduate,Together,1,14,0,3,0,0,3,1,2,0,1,7,20,3,6.7,33.3
466,34,27,21063.0,Undergraduate,Single,1,1,10,11,19,3,15,2,3,0,2,6,59,5,11.8,40.0
486,43,46,29187.0,Postgraduate,Married,1,26,0,6,0,0,2,1,3,0,1,8,34,4,8.5,25.0
542,76,43,54690.0,Undergraduate,Married,2,111,16,37,7,9,18,3,5,1,3,3,198,9,22.0,33.3
524,81,50,59304.0,Postgraduate,Married,1,418,61,428,80,51,10,3,10,8,7,5,1048,25,41.9,12.0
511,87,52,59247.0,Postgraduate,Single,2,327,9,122,19,14,83,5,9,2,5,6,574,16,35.9,31.2
756,33,44,66731.0,Graduate,Widow,1,371,159,194,58,106,141,4,6,3,4,3,1029,13,79.2,30.8
384,38,34,77353.0,Graduate,Married,1,275,59,107,69,101,59,2,8,4,6,4,670,18,37.2,11.1
1088,63,39,52614.0,Postgraduate,Single,1,789,0,142,12,9,38,2,8,4,2,8,990,14,70.7,14.3
227,26,40,26751.0,Graduate,Married,2,1,1,5,0,3,1,1,2,0,1,8,11,3,3.7,33.3
796,17,51,81300.0,Postgraduate,Married,1,1004,12,145,32,12,36,3,5,3,10,5,1241,18,68.9,16.7
337,75,35,70337.0,Graduate,Single,0,187,81,149,25,43,91,1,12,2,2,1,576,16,36.0,6.2
567,13,29,36145.0,Undergraduate,Married,1,56,4,76,17,1,18,4,3,1,4,9,172,8,21.5,50.0
377,19,34,65295.0,Postgraduate,Single,0,365,32,117,34,110,6,1,13,3,3,2,664,19,34.9,5.3
443,51,51,68118.0,Graduate,Divorced,1,595,23,123,10,23,154,2,4,9,8,6,928,21,44.2,9.5
857,81,47,68743.0,Graduate,Divorced,0,1132,134,384,175,134,115,1,13,5,11,7,2074,29,71.5,3.4
528,32,32,41039.0,Undergraduate,Together,0,34,11,137,179,61,45,1,5,1,8,8,467,14,33.4,7.1
437,84,59,38946.0,Graduate,Together,1,116,6,82,6,6,41,2,6,1,3,5,257,10,25.7,20.0
381,87,47,65777.0,Graduate,Together,0,565,32,435,28,32,54,1,6,8,2,1,1146,16,71.6,6.2
550,99,38,66476.0,Postgraduate,Divorced,1,372,18,126,47,48,78,2,11,2,5,4,689,18,38.3,11.1
756,96,42,86857.0,Postgraduate,Single,0,899,102,838,133,102,40,1,10,6,5,2,2114,21,100.7,4.8
1001,21,32,160803.0,Postgraduate,Married,0,55,16,1622,17,3,4,15,1,28,0,0,1717,29,59.2,51.7
233,40,25,77845.0,Postgraduate,Together,0,760,40,480,0,40,26,1,12,5,3,1,1346,20,67.3,5.0
461,3,45,69476.0,Postgraduate,Together,0,260,86,559,63,9,67,1,4,6,4,2,1044,14,74.6,7.1
999,98,54,50611.0,Postgraduate,Divorced,1,459,0,24,6,0,4,6,7,5,4,6,493,16,30.8,37.5
497,73,44,61209.0,Graduate,Single,0,466,0,224,119,49,99,1,4,3,5,2,957,12,79.8,8.3
393,90,56,42315.0,Postgraduate,Together,1,67,15,80,17,11,80,3,4,4,1,3,270,9,30.0,33.3
692,29,62,13084.0,Undergraduate,Together,0,2,0,7,3,7,10,1,3,0,1,6,29,4,7.2,25.0
585,3,65,47570.0,Postgraduate,Widow,2,67,1,20,0,2,31,3,2,2,2,7,121,6,20.2,50.0
527,94,53,61923.0,Postgraduate,Married,2,92,4,18,3,3,6,1,4,1,2,3,126,7,18.0,14.3
284,65,19,34824.0,Graduate,Single,0,4,2,11,2,0,4,1,2,0,1,6,23,3,7.7,33.3
518,33,65,26518.0,Postgraduate,Single,2,20,1,28,3,3,2,3,3,0,2,8,57,5,11.4,60.0
664,46,53,45938.0,Graduate,Single,0,273,11,178,62,83,29,2,6,4,8,6,636,18,35.3,11.1
122,29,54,78468.0,Graduate,Together,0,434,22,388,104,22,34,1,10,7,10,4,1004,27,37.2,3.7
474,99,41,78901.0,Graduate,Divorced,1,321,11,309,33,26,34,3,5,3,9,4,734,17,43.2,17.6
32,26,36,71427.0,Graduate,Married,2,212,123,177,15,64,23,2,8,2,8,4,614,18,34.1,11.1
63,30,36,71022.0,Graduate,Divorced,1,909,12,278,0,12,242,3,11,2,5,8,1453,18,80.7,16.7
250,27,26,90247.0,Postgraduate,Single,0,1184,32,352,21,16,16,1,7,4,3,1,1621,14,115.8,7.1
374,24,46,41335.0,Postgraduate,Divorced,1,112,19,21,16,14,5,3,4,1,4,7,187,9,20.8,33.3
460,93,28,71952.0,Graduate,Married,1,656,80,455,52,107,93,2,8,4,8,4,1443,20,72.2,10.0
191,34,44,35682.0,Postgraduate,Divorced,1,23,0,8,6,2,18,1,3,1,1,2,57,5,11.4,20.0
457,88,63,43185.0,Graduate,Divorced,1,537,6,42,16,6,30,2,6,3,9,8,637,18,35.4,11.1
409,96,66,66375.0,Postgraduate,Together,1,712,0,45,0,0,191,3,5,4,2,7,948,11,86.2,27.3
460,10,43,35178.0,Postgraduate,Married,1,23,1,13,2,2,18,1,2,1,1,7,59,4,14.8,25.0
393,26,28,25252.0,Graduate,Married,1,1,3,4,2,2,6,1,2,0,1,8,18,3,6.0,33.3
805,49,49,55250.0,Postgraduate,Single,1,664,58,83,32,0,66,4,10,5,7,5,903,22,41.0,18.2
683,11,39,33249.0,Graduate,Single,1,6,10,21,19,14,42,2,3,1,2,6,112,6,18.7,33.3
600,44,61,58398.0,Graduate,Together,0,299,5,201,21,21,49,3,8,4,5,4,596,17,35.1,17.6
545,75,32,50272.0,Graduate,Together,1,99,13,66,43,8,4,3,5,1,4,7,233,10,23.3,30.0
906,64,39,76618.0,Postgraduate,Married,0,749,40,294,121,160,147,1,5,2,3,1,1511,10,151.1,10.0
833,19,54,87305.0,Undergraduate,Divorced,0,345,25,501,63,138,80,1,8,3,5,2,1152,16,72.0,6.2
428,45,36,25851.0,Graduate,Together,1,9,4,18,7,5,5,2,3,0,2,7,48,5,9.6,40.0
644,77,44,58710.0,Graduate,Divorced,1,440,81,368,0,122,174,6,9,5,11,6,1185,25,47.4,24.0
281,9,56,45160.0,Graduate,Single,2,8,2,5,3,0,3,1,2,0,1,7,21,3,7.0,33.3
746,1,49,74806.0,Postgraduate,Married,1,670,9,249,0,28,9,2,5,4,5,4,965,14,68.9,14.3
698,90,60,59111.0,Graduate,Married,0,524,0,134,28,28,155,1,8,1,11,7,869,20,43.4,5.0
226,43,30,18988.0,Postgraduate,Married,1,6,0,6,2,1,1,2,3,0,1,7,16,4,4.0,50.0
690,79,49,72190.0,Graduate,Married,0,597,166,597,172,166,249,1,4,6,5,3,1947,15,129.8,6.7
1092,19,38,7500.0,Graduate,Married,1,7,0,12,13,7,32,5,2,1,4,9,71,7,10.1,71.4
151,99,48,44794.0,Graduate,Married,1,54,0,7,0,0,4,1,3,0,2,6,65,5,13.0,20.0
407,62,59,80395.0,Graduate,Married,0,445,25,706,80,76,48,1,12,5,6,2,1380,23,60.0,4.3
344,41,38,75012.0,Postgraduate,Divorced,0,294,142,218,164,58,151,1,11,8,3,1,1027,22,46.7,4.5
420,60,49,56962.0,Postgraduate,Married,3,292,3,77,10,3,26,7,5,3,6,7,411,14,29.4,50.0
629,17,23,89891.0,Graduate,Together,0,412,22,132,59,28,183,1,8,6,11,4,836,25,33.4,4.0
464,24,65,35946.0,Postgraduate,Divorced,2,8,0,3,0,0,0,1,3,0,0,5,11,3,3.7,33.3
910,60,61,53593.0,Postgraduate,Together,2,349,4,78,6,0,43,8,6,2,7,8,480,15,32.0,53.3
394,57,36,66373.0,Graduate,Married,2,328,9,124,12,24,109,7,10,2,4,3,606,16,37.9,43.8
445,74,66,45072.0,Postgraduate,Divorced,3,144,2,99,7,2,30,5,4,1,6,8,284,11,25.8,45.5
481,22,41,89694.0,Graduate,Divorced,2,1126,28,211,37,28,42,3,4,3,4,5,1472,11,133.8,27.3
250,46,65,72025.0,Graduate,Married,0,967,0,617,43,50,0,1,13,8,4,2,1677,25,67.1,4.0
646,69,41,67432.0,Graduate,Married,1,432,79,341,177,136,170,2,4,5,8,4,1335,17,78.5,11.8
304,29,62,70545.0,Postgraduate,Together,1,138,39,63,55,18,21,1,7,1,4,2,334,12,27.8,8.3
657,37,25,17487.0,Undergraduate,Married,1,0,0,1,7,4,6,1,2,0,1,7,18,3,6.0,33.3
848,26,45,62882.0,Graduate,Together,1,509,133,497,78,24,97,2,6,5,7,4,1338,18,74.3,11.1
652,8,61,64108.0,Postgraduate,Single,1,948,10,86,13,21,21,4,11,9,6,5,1099,26,42.3,15.4
580,26,58,34941.0,Postgraduate,Together,2,39,2,25,4,3,24,2,3,0,3,8,97,6,16.2,33.3
368,79,64,48767.0,Postgraduate,Single,3,28,1,21,3,0,10,3,3,1,2,5,63,6,10.5,50.0
726,71,36,38702.0,Undergraduate,Together,1,13,11,24,13,8,40,2,4,0,3,6,109,7,15.6,28.6
344,83,50,82224.0,Graduate,Married,0,307,26,360,138,31,40,1,5,9,6,3,902,20,45.1,5.0
395,57,62,83844.0,Graduate,Together,0,901,31,345,75,31,191,1,11,4,4,1,1574,19,82.8,5.3
479,37,39,17003.0,Undergraduate,Married,1,2,5,12,4,8,7,3,4,0,2,5,38,6,6.3,50.0
123,30,19,71163.0,Graduate,Single,0,283,17,372,138,106,44,1,12,8,3,1,960,23,41.7,4.3
476,34,44,33697.0,Graduate,Single,1,4,3,7,0,3,11,1,2,0,1,7,28,3,9.3,33.3
340,0,60,63564.0,Undergraduate,Married,0,769,80,252,15,34,65,1,7,10,10,6,1215,27,45.0,3.7
369,89,42,83443.0,Postgraduate,Together,0,518,42,742,55,56,84,1,5,10,6,2,1497,21,71.3,4.8
665,92,56,51518.0,Postgraduate,Together,1,350,8,66,17,4,4,2,10,2,3,3,449,15,29.9,13.3
375,87,39,58330.0,Graduate,Widow,1,445,53,213,104,98,151,1,13,4,6,4,1064,23,46.3,4.3
675,20,45,80952.0,Graduate,Married,0,778,178,689,41,27,44,1,11,5,8,8,1757,24,73.2,4.2
333,56,35,75507.0,Graduate,Together,0,709,93,374,104,80,80,1,6,6,8,3,1440,20,72.0,5.0
489,28,36,63855.0,Undergraduate,Together,0,359,35,314,93,116,89,1,13,3,7,4,1006,23,43.7,4.3
787,55,42,62220.0,Postgraduate,Together,1,799,12,375,16,12,12,5,5,6,7,6,1226,18,68.1,27.8
472,25,50,58512.0,Graduate,Married,1,895,10,101,13,0,152,5,8,4,3,8,1171,15,78.1,33.3
660,0,35,40662.0,Postgraduate,Married,1,40,2,23,0,4,23,2,3,1,2,4,92,6,15.3,33.3
214,86,55,38829.0,Postgraduate,Married,1,76,0,7,0,0,16,1,2,2,3,5,99,7,14.1,14.3
665,8,33,35523.0,Undergraduate,Married,1,11,5,22,12,5,11,2,3,0,3,7,66,6,11.0,33.3
255,33,47,79146.0,Graduate,Single,2,245,16,223,21,43,16,2,8,1,8,6,564,17,33.2,11.8
433,13,26,78285.0,Postgraduate,Married,0,647,107,391,175,67,40,1,10,4,6,3,1427,20,71.4,5.0
456,12,36,31626.0,Postgraduate,Single,1,39,1,9,2,1,34,1,2,1,2,7,86,5,17.2,20.0
227,92,62,75127.0,Graduate,Single,0,203,35,305,46,17,227,1,5,11,2,1,833,18,46.3,5.6
617,90,59,48726.0,Graduate,Married,1,138,3,38,4,0,59,3,4,2,3,6,242,9,26.9,33.3
786,8,37,74985.0,Graduate,Married,0,587,51,898,247,0,86,1,7,6,3,2,1869,16,116.8,6.2
970,6,27,67430.0,Graduate,Together,0,595,97,291,127,133,121,1,12,5,11,6,1364,28,48.7,3.6
725,91,49,46891.0,Undergraduate,Married,1,43,12,23,29,15,61,1,4,1,2,4,183,7,26.1,14.3
588,52,58,62058.0,Postgraduate,Married,1,301,7,74,10,0,58,4,7,1,6,6,450,14,32.1,28.6
668,3,35,72063.0,Graduate,Married,1,180,32,348,76,32,90,2,12,2,5,2,758,19,39.9,10.5
388,57,63,78939.0,Postgraduate,Married,0,794,115,243,150,0,205,1,6,5,8,3,1507,19,79.3,5.3
620,9,49,42720.0,Graduate,Single,2,392,5,91,28,26,112,8,7,3,7,8,654,17,38.5,47.1
631,22,42,33622.0,Graduate,Married,2,39,1,22,3,4,12,3,4,0,2,7,81,6,13.5,50.0
875,76,57,6835.0,Postgraduate,Together,1,107,2,12,2,2,12,0,1,0,0,20,137,1,137.0,0.0
580,86,61,41452.0,Graduate,Together,2,13,0,3,0,0,0,1,2,0,1,7,16,3,5.3,33.3
492,64,49,40760.0,Postgraduate,Single,1,70,0,17,0,0,6,2,3,1,2,6,93,6,15.5,33.3
343,90,56,74250.0,Postgraduate,Together,0,680,11,392,75,0,0,1,4,11,2,1,1158,17,68.1,5.9
382,79,59,51124.0,Postgraduate,Single,2,26,1,11,0,1,4,2,3,0,1,3,43,4,10.8,50.0
391,28,43,72258.0,Graduate,Single,1,522,0,522,227,120,134,2,5,9,6,2,1525,20,76.2,10.0
245,86,40,71466.0,Postgraduate,Single,0,412,12,546,78,182,0,1,10,4,4,1,1230,18,68.3,5.6
265,42,38,36283.0,Graduate,Together,2,6,5,5,8,0,5,2,3,0,1,4,29,4,7.2,50.0
60,39,44,20587.0,Graduate,Single,1,2,3,6,4,1,9,1,2,1,1,7,25,4,6.2,25.0
291,8,42,30467.0,Graduate,Married,1,1,3,8,2,5,5,1,2,0,1,7,24,3,8.0,33.3
565,40,42,31590.0,Graduate,Together,1,6,2,15,6,6,3,1,3,0,1,8,38,4,9.5,25.0
797,5,28,20425.0,Undergraduate,Married,1,4,12,5,3,16,17,2,3,0,2,7,57,5,11.4,40.0
323,96,54,17144.0,Postgraduate,Together,2,18,2,19,0,2,6,5,4,0,3,7,47,7,6.7,71.4
702,28,46,42564.0,Postgraduate,Divorced,1,324,48,186,39,18,198,6,4,8,6,7,813,18,45.2,33.3
220,22,36,43783.0,Postgraduate,Married,1,327,9,125,25,4,139,6,8,1,7,7,629,16,39.3,37.5
